descricao,ano_criacao,periodo_criacao,componentes,ch_matriz
Técnico em Mineração Subsequente - Picuí,2008,2,"Desenho Básico, Geologia Geral, Informática Aplicada, Inglês Instrumental, Introdução ao Tratamento de Minérios, Matemática Básica, Mineralogia Aplicada, Português Instrumental, Higiene e Segurança no Trabalho, Introdução à Mecânica das Rochas, Lavra e Beneficiamento de Rochas Ornamentais, Pesquisa Mineral, Relações Humanas no Trabalho, Topografia, Tratamento de Minérios I, Geologia de Mina, Geoprocessamento, Lavra de Minas a Céu Aberto, Legislação Mineral e Ambiental, Operação e Manutenção de Equipamentos de Mineração, Perfuração e Desmonte de Rochas, Tratamento de Minérios II, Economia Mineral, Empreendedorismo, GESTÃO DA PRODUÇÃO, Lavra Subterrânea, Movimentação e Transporte, Planejamento e Gerenciamento Ambiental na Mineração, Tratamento de Minérios III",1416
Técnico em Manutenção e Suporte em Informática Subsequente - Picuí,2008,2,"Fundamentos de Eletricidade, Higiene e Segurança no Trabalho, Inglês Instrumental, Introdução à Informática, Meio Ambiente, Português Instrumental, Relações Humanas no Trabalho, Sistemas Digitais, Eletrônica Analógica, Fundamentos de Redes de Computadores, Laboratório de Sistemas Operacionais, Manutenção e Suporte de Hardware I, Metodologia do Trabalho Cientifico, Tópicos Especiais I, Administração de Sistemas Operacionais Abertos, Administração de Sistemas Operacionais Proprietários, Empreendedorismo, Infraestrutura de Redes de Computadores, Manutenção e Suporte de Hardware II, Tópicos Especiais II",1000
Técnico em Manutenção e Suporte em Informática Subsequente - Princesa Isabel,2008,2,"Fundamentos de Eletricidade, Higiene e Segurança no Trabalho, Inglês Instrumental, Introdução à Informática, Meio Ambiente, Português Instrumental, Relações Humanas no Trabalho, Sistemas Digitais, Eletrônica Analógica, Fundamentos de Redes de Computadores, Introdução a Sistemas de Informação, Laboratório de Sistemas Operacionais, Manutenção e Suporte de Hardware I, Metodologia da Pesquisa Científica, Empreendedorismo, Infraestrutura de Redes de Computadores, Manutenção e Suporte de Hardware II, Sistemas Operacionais de Rede, Tópicos de Eletrônica Aplicada, Tópicos Especiais I",999
Técnico em Edificações Subsequente - Princesa Isabel,2008,2,"Desenho Básico e Técnico, Física Aplicada, Informática Básica, Inglês Instrumental, Matemática Aplicada, Português Instrumental, Tecnologia das Construções I, Desenho Arquitetônico, Desenho Auxiliado por computador, Higiene e Segurança do Trabalho, Materiais de Construção Civil, Mecânica dos Solos, Metodologia da Pesquisa Científica, Estabilidade e Concreto, Instalações Elétricas, Instalações Hidrossanitárias, Noções de Estruturas, Projeto Arquitetônico, Relações Humanas no Trabalho, Construção Civil e Meio Ambiente, Empreendedorismo, Planejamento e Orçamento de Obras, Tecnologia da Qualidade, Tecnologia das Construções II, Topografia",1335
Técnico em Informática Subsequente - Sousa,2008,2,"Algoritmos e Lógica de Programação, Fundamentos do Computador, Inglês Instrumental, Meio Ambiente, Redação Técnica, Relações Humanas no Trabalho, Banco de Dados, Fundamentos de Hardware, Programação Estruturada, Redes de Computadores I, Análise e Projeto de Sistema, Desenvolvimento de Aplicações Web I, Metodologia do Trabalho Cientifico, Programação Orientada a Objetos, Redes de Computadores II, Desenvolvimento de Aplicações Web II, Empreendedorismo, Projeto Integrado, Segurança da Informação, Sistemas Operacionais de Redes, Tópicos Especiais",1201
Técnico em Agropecuária Subsequente - Sousa/São Gonçalo,2005,2,"Aquicultura, Desenho e Topografia, Forragicultura, Introdução à Agropecuária, Introdução à Metodologia Científica, Sistemas Agrossilvipastoris, Solos Agrícolas, Apicultura e Meliponicultura, Avicultura, Cooperativismo e Associativismo, Cultura Anuais, Informática Básica, Introdução à Agroecologia, Olericultura, Construções Rurais, Fruticultura, Gestão Ambiental, Irrigação e Drenagem, Mecanização Agrícola, Suinocultura, Agricultura Familiar, Bovinocultura, Extensão Rural, Gestão do Agronegócio, Ovinocaprinocultura, Processamento e Conservação de Alimentos, Projetos Agropecuários",1231
Técnico em Recursos Pesqueiros Integrado - Cabedelo,2012,2,"Artes, Biologia I, Educação Física I, Filosofia I, Física I, Geografia I, Higiene e Segurança do Trabalho, História I, Informática Básica, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matemática I, Nutrição e Alimentação na Aquicultura, Oceanografia e Limnologia, Piscicultura e Malacocultura, Projeto Integrador I, Química I, Seminário de Iniciação à Pesquisa, Sociologia I, Biologia II, Biologia pesqueira, Carcinicultura, Ranicultura e Algocultura, Educação Física II, Equipamentos Eletrônicos e Navegação, Filosofia II, Física II, Geografia II, História II, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira II, Máquinas e Motores Aplicados à Pesca e Aquicultura, Matemática II, Projeto Integrador II, Química II, Seminário de Iniciação à Extensão, Sociologia II, Biologia III, Educação Física III, Empreendedorismo, Filosofia III, Física III, Legislação Aplicada à Pesca e Aquicultura, Língua Portuguesa e Literatura Brasileira III, Matemática III, Projeto Integrador III, Química III, Seminário de Orientação à Prática, Sociologia III, Tecnologia do Pescado, Tecnologia Pesqueira, Língua Estrangeira Moderna - Espanhol",3406
Técnico em Meio Ambiente Integrado - Cabedelo,2011,2,"Artes, Biologia I, Climatologia Ambiental, Ecologia, Educação Física I, Filosofia I, Física I, Geografia I, História I, Informática Básica, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matemática I, Projeto Integrador I, Química I, Saúde e Meio Ambiente, Seminário de Iniciação à Pesquisa, Sociologia I, Biologia II, Controle de Poluição da Água, Educação Ambiental, Educação Física II, Empreendedorismo, Filosofia II, Física II, Geografia II, GERENCIAMENTO DE RESÍDUOS SÓLIDOS, Hidrologia, Higiene e Segurança do Trabalho, História II, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Planejamento e Gestão Ambiental, Projeto Integrador II, Química II, Seminário de Iniciação à Extensão, Sociologia II, Agroecologia, Biologia III, Educação Física III, Filosofia III, Física III, Geoprocessamento Aplicado, Legislação Ambiental, Língua Portuguesa e Literatura Brasileira III, Matemática III, Projeto Integrador III, Química III, Recuperação das Áreas Degradadas, Seminário de Orientação à Prática, Sociologia III, Tratamento de Água e Esgoto, Língua Espanhola",3542
Técnico em Eletromecânica Integrado - Cajazeiras,2006,2,"Artes, Biologia I, Educação Física I, Filosofia I, Física I, Geografia I, Higiene e Segurança do Trabalho, História I, Informática Básica, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sociologia I, Tecnologia dos Materiais, Biologia II, Desenho Técnico e CAD, Educação Física II, Eletricidade Básica, Filosofia II, Física II, Geografia II, História II, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira II, Matemática II, Metodologia do Trabalho Científico, Química II, Sociologia II, Biologia III, Circuitos Elétricos, Educação Física III, Elementos de Máquinas e Equipamentos  Mecânicos, Filosofia III, Física III, Geografia III, História III, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira III, Matemática III, Química III, Sociologia III, Tecnologia Mecânica, Automação, Eletrônica, Empreendedorismo, Filosofia IV, Fontes Alternativas de Energia, Manutenção Mecânica, Máquinas e Comandos Elétricos, Produção Mecânica, Projetos e Instalações Elétricas Prediais, Redes de Distribuição, Refrigeração, Sociologia IV, Língua Espanhola",3472
Técnico em Edificações Integrado - Cajazeiras,2006,2,"Artes, Biologia I, Desenho Básico e Técnico, Educação Física I, Física I, Geografia I, História I, Informática Básica, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Biologia II, Desenho Arquitetônico I, Desenho Básico Auxiliado por Computador, Educação Física II, Física II, Geografia II, História II, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira II, Matemática II, Química II, Relações Humanas no Trabalho, Sociologia, Topografia, Biologia III, Desenho Aplicado Auxiliado por Computador, Desenho Arquitetônico II, Desenho de Estruturas, Educação Física III, Estabilidade das Construções, Física III, Higiene e Segurança do Trabalho, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira III, Matemática III, Materiais de Construção, Mecânica dos Solos, Química III, Tecnologia das Construções I, Concreto, Empreendedorismo, Filosofia, Instalações Elétricas, Instalações Hidrossanitárias, Matemática IV, Metodologia do Trabalho Científico, Planejamento e Orçamento de Obras, Tecnologia da Qualidade, Tecnologia das Construções II, Língua Espanhola",3840
Técnico em Informática Integrado - Cajazeiras,2013,1,"Algorítimos e Lógica de Programação, Artes, Biologia I, Educação Física I, Filosofia I / Sociologia I, Física I, Fundamentos de Informática, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira I, Matemática I, Metodologia da Pesquisa Científica, Química I, Arquitetura de Computadores, Biologia II, Educação Física II, Estrutura de Dados, Filosofia II / Sociologia II, Física II, Geografia I, História I, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Química II, Redes de Computadores, Banco de Dados, Biologia III, Educação Física III, Filosofia III / Sociologia III, Física III, Geografia II, História II, Língua Portuguesa e Literatura Brasileira III, Matemática III, Programação Orientada a Objetos, Química III, Sistemas Operacionais, Análise e Projeto de Sistema, Desenvolvimento de Aplicações Web, Empreendedorismo, Filosofia IV/Sociologia IV, Segurança de Dados, Tópicos Especiais em Informática, Língua Espanhola",3638
Técnico em Mineração Integrado - Campina Grande,2006,2,"Artes, Biologia I, Desenho, Educação Física I, Filosofia I, Física I, Geografia I, Geologia Geral, História I, Informática Básica, Língua Portuguesa e Literatura Brasileira I, Matemática I, Mineralogia Aplicada, Química I, Sociologia I, Biologia II, Educação Física II, Filosofia II, Física II, Geografia II, História II, Introdução a Psicologia, Lavra de Minas a Céu Aberto, Lavra de Minas Subterrânea, Língua Estrangeira Moderna -  Inglês I, Língua Portuguesa e Literatura Brasileira II, Matemática II, Metodologia da Pesquisa Científica, Perfuração e Desmonte de Rochas, Prospecção e Depósitos Minerais, Química II, Sociologia II, Topografia, Tratamento de Minérios I, Biologia III, Educação Física III, Empreendedorismo, Filosofia III, Física III, Geografia III, Geoprocessamento, Gestão e Legislação Mineral e Ambiental, Gestão Organizacional e Segurança do Trabalho, História III, Introdução a Economia Mineral, Lavra e Beneficiamento de Rochas Ornamentais, Língua Estrangeira Moderna - Inglês II, Língua Portuguesa e Literatura Brasileira III, Matemática III, Movimentação e Transporte, Operação e Manutenção de Equipamentos de Mineração, Química III, Sociologia III, Tratamento de Minérios II, Língua Espanhola",3944
Técnico em Edificações Integrado - João Pessoa,2006,1,"Artes, Biologia I, Desenho Básico e Técnico, Educação Física I, Filosofia I, Física I, Geografia I, História I, Informática Básica, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Sociologia I, Biologia II, Desenho Arquitetônico I, Desenho Auxiliado por Computador Básico, Educação Física II, Filosofia II, Física II, Geografia II, História II, Língua Portuguesa e Literatura Brasileira II, Matemática II, Química II, Sociologia II, Topografia, Desenho Aplicado Auxiliado por Computador Ampliado, Desenho Arquitetônico II, Educação Física III, Estabilidade, Filosofia III, Física III, Inglês Instrumental I, Língua Portuguesa e Literatura Brasileira III, Matemática III, Materiais de Construções, Mecânica dos Solos, Química III, Sociologia III, Tecnologia das Construções I, Biologia III, Concreto, Educação e Trabalho, Empreendedorismo, Filosofia IV, Higiene e Segurança do Trabalho, Inglês Instrumental II, Instalações Elétricas, Instalações Hidrossanitárias, Matemática IV, Metodologia do Trabalho Científico, Planejamento e Orçamento de Obras, Projeto de Estruturas, Sociologia IV, TCC, Tecnologia da Qualidade, Tecnologia das Construções II, Espanhol Instrumental I, Espanhol Instrumental II, Iniciação ao Xadrez",3970
Técnico em Eletrotécnica Integrado - João Pessoa,2006,1,"Artes, Biologia I, Desenho Básico e Técnico, Educação Física I, Eletricidade Básica I, Filosofia I / Sociologia I, Geografia I, Informática Básica, Inglês Instrumental I, Iniciação à Prática Profissional, Língua Portuguesa e Literatura Brasileira I, Matemática I, Química I, Biologia II, Desenho Auxiliado por Computador - 2D, Educação Física II, Eletricidade Básica II, Filosofia II, Física I, Geografia II, Inglês Instrumental II, Instalações Elétricas Prediais, Língua Portuguesa e Literatura Brasileira II, Matemática II, Química II, Sociologia II, Biologia III, Educação Física III, Eletrônica Básica, Filosofia III, Física II, História I, Instalações de Redes de Distribuição de Alta e Baixa Tensão, Língua Portuguesa e Literatura Brasileira III, Máquinas Elétricas, Matemática III, Projetos de Instalações Elétricas, Química III, Sociologia III, Automação Predial e Industrial, Comandos Elétricos, Eficiência Energética e Fontes Alternativas de Energia, Eletrônica Industrial, Empreendedorismo, Filosofia IV / Sociologia IV, Física III, Gestão Organizacional, História II, Manutenção Industrial, Matemática IV, Metodologia do Trabalho Científico, Trabalho e Educação, Espanhol Instrumental I, Espanhol Instrumental II, Iniciação ao Xadrez",4076
